data,veiculo,ano,tipo,cod_fipe,preco
2019-08-01,Ford _ Ka 1.5 SE 12V Flex 5p Mec. _ Gasolina,2019,Carro,003462-2,47085
2019-08-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Aut. _ ,Zero KM,Carro,003460-6,59996
2019-08-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Aut. _ Gasolina,2020,Carro,003460-6,55134
2019-08-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Aut. _ Gasolina,2019,Carro,003460-6,53242
2019-08-01,Ford _ Ka 1.5 SE 12V Flex 5p Aut. _ ,Zero KM,Carro,003459-2,56912
2019-08-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Mec. _ ,Zero KM,Carro,003461-4,54996
2019-08-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Mec. _ Gasolina,2019,Carro,003461-4,48739
2019-08-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Aut. _ ,Zero KM,Carro,003464-9,61130
2019-08-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Aut. _ Gasolina,2020,Carro,003464-9,56056
2019-08-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Aut. _ Gasolina,2019,Carro,003464-9,53205
2019-08-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Mec. _ ,Zero KM,Carro,003463-0,55526
2019-08-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Mec. _ Gasolina,2020,Carro,003463-0,51257
2019-08-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Mec. _ Gasolina,2019,Carro,003463-0,49524
2019-08-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Mec. _ Gasolina,2020,Carro,003461-4,50320
2019-08-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Aut. _ ,Zero KM,Carro,003465-7,63824
2019-08-01,Ford _ Ka 1.5 FreeStyle 12V Flex 5p Mec. _ Gasolina,2019,Carro,003458-4,54904
2019-08-01,Ford _ Ka 1.5 FreeStyle 12V Flex 5p Aut. _ Gasolina,2019,Carro,003457-6,60055
2019-08-01,Hyundai _ HB20S C.Plus/C.Style 1.6 Flex 16V Mec.4p _ ,Zero KM,Carro,015100-9,60000
2019-08-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut. _ Gasolina,2019,Carro,004439-3,57830
2019-08-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004426-1,57210
2019-08-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec. _ Gasolina,2019,Carro,004426-1,53009
2019-08-01,Ford _ Ka 1.0 FREESTYLE 12V Flex 5p Mec. _ ,Zero KM,Carro,003473-8,55964
2019-08-01,Ford _ Ka 1.0 FREESTYLE 12V Flex 5p Mec. _ Gasolina,2020,Carro,003473-8,51711
2019-08-01,Ford _ Ka 1.0 S TiVCT Flex 5p _ ,Zero KM,Carro,003448-7,44687
2019-08-01,Ford _ Ka 1.5 FreeStyle 12V Flex 5p Mec. _ ,Zero KM,Carro,003458-4,62917
2019-08-01,Ford _ Ka 1.0 S TiVCT Flex 5p _ Gasolina,2020,Carro,003448-7,40867
2019-08-01,Ford _ Ka 1.0 SE/SE Plus TiVCT Flex 5p _ ,Zero KM,Carro,003408-8,45948
2019-08-01,Ford _ Ka 1.0 SE/SE Plus TiVCT Flex 5p _ Gasolina,2020,Carro,003408-8,42148
2019-08-01,Ford _ Ka 1.0 SE/SE Plus TiVCT Flex 5p _ Gasolina,2019,Carro,003408-8,40408
2019-08-01,Ford _ Ka 1.5 100 Anos Flex 5p Aut. _ ,Zero KM,Carro,003471-1,66148
2019-08-01,Ford _ Ka 1.5 100 Anos Flex 5p Aut. _ Gasolina,2020,Carro,003471-1,60459
2019-08-01,Ford _ Ka 1.5 FreeStyle 12V Flex 5p Aut. _ ,Zero KM,Carro,003457-6,67991
2019-08-01,Ford _ Ka 1.5 FreeStyle 12V Flex 5p Aut. _ Gasolina,2020,Carro,003457-6,62275
2019-08-01,Ford _ Ka 1.0 S TiVCT Flex 5p _ Gasolina,2019,Carro,003448-7,39484
2019-08-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Aut. _ Gasolina,2020,Carro,003465-7,58367
2019-08-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut. _ ,Zero KM,Carro,004439-3,62516
2019-08-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Mec. _ ,Zero KM,Carro,003466-5,58348
2019-08-01,Hyundai _ HB20 C.Style/C.Plus 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015090-8,54682
2019-08-01,Hyundai _ HB20 Comf./C.Plus/C.Style 1.0 Flex 12V _ ,Zero KM,Carro,015088-6,48966
2019-08-01,Hyundai _ HB20 Comf./C.Plus/C.Style 1.0 Flex 12V _ Gasolina,2019,Carro,015088-6,44789
2019-08-01,Hyundai _ HB20 Comfort Plus 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015126-2,51520
2019-08-01,Hyundai _ HB20 Comfort Plus 1.0 TB Flex 12V Mec. _ Gasolina,2019,Carro,015126-2,46057
2019-08-01,Hyundai _ HB20 Copa do Mundo 1.0 Flex 12V Mec. _ Gasolina,2019,Carro,015109-2,45067
2019-08-01,Hyundai _ HB20 Copa do Mundo 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015111-4,57408
2019-08-01,Hyundai _ HB20 C.Style/C.Plus 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015090-8,59450
2019-08-01,Hyundai _ HB20S 1 Million 1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015160-2,63811
2019-08-01,Hyundai _ HB20 Premium 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015092-4,68450
2019-08-01,Hyundai _ HB20 Premium 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015092-4,63085
2019-08-01,Hyundai _ HB20 R spec 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015124-6,64800
2019-08-01,Hyundai _ HB20 R spec 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015124-6,59246
2019-08-01,Hyundai _ HB20 Unique 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015156-4,44466
2019-08-01,Hyundai _ HB20 Unique 1.0 Flex 12V Mec. _ Gasolina,2019,Carro,015156-4,40534
2019-08-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Aut. _ Gasolina,2019,Carro,003465-7,56254
2019-08-01,Hyundai _ HB20 Copa do Mundo 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015111-4,53369
2019-08-01,Hyundai _ HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec. _ Gasolina,2019,Carro,015089-4,49444
2019-08-01,Hyundai _ HB20 Copa do Mundo 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015109-2,49016
2019-08-01,Hyundai _ HB20 1 Million 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015158-0,55465
2019-08-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Mec. _ Gasolina,2020,Carro,003466-5,54029
2019-08-01,Hyundai _ HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec. _ ,Zero KM,Carro,015089-4,53485
2019-08-01,Ford _ Ka 1.5 Sedan SEL 12V Flex 4p Aut. _ ,Zero KM,Carro,003474-6,67230
2019-08-01,Ford _ Ka 1.5 Sedan SEL 12V Flex 4p Aut. _ Gasolina,2020,Carro,003474-6,61985
2019-08-01,Ford _ Ka 1.5 Sedan SEL 12V Flex 4p Mec. _ ,Zero KM,Carro,003468-1,65391
2019-08-01,Ford _ Ka 1.5 Sedan SEL 12V Flex 4p Mec. _ Gasolina,2019,Carro,003468-1,58983
2019-08-01,Ford _ Ka 1.5 Sedan TITANIUM 12V Flex 4p Aut. _ ,Zero KM,Carro,003456-8,72380
2019-08-01,Ford _ Ka 1.5 Sedan TITANIUM 12V Flex 4p Aut. _ Gasolina,2020,Carro,003456-8,66517
2019-08-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Mec. _ Gasolina,2019,Carro,003466-5,51951
2019-08-01,Ford _ Ka 1.5 TITANIUM 12V Flex 5p Aut. _ ,Zero KM,Carro,003467-3,67875
2019-08-01,Ford _ Ka 1.5 TITANIUM 12V Flex 5p Aut. _ Gasolina,2020,Carro,003467-3,62377
2019-08-01,Hyundai _ HB20 1 Million 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015158-0,59619
2019-08-01,Ford _ Ka 1.5 TITANIUM 12V Flex 5p Aut. _ Gasolina,2019,Carro,003467-3,60007
2019-08-01,Ford _ Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p _ ,Zero KM,Carro,003412-6,51730
2019-08-01,Ford _ Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p _ Gasolina,2020,Carro,003412-6,47018
2019-08-01,Ford _ Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p _ Gasolina,2019,Carro,003412-6,44436
2019-08-01,Ford _ Ka 1.5 Sedan TITANIUM 12V Flex 4p Aut. _ Gasolina,2019,Carro,003456-8,62348
2019-09-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Mec. _ ,Zero KM,Carro,003466-5,58463
2019-09-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Aut. _ Gasolina,2019,Carro,003465-7,56226
2019-09-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Aut. _ Gasolina,2020,Carro,003465-7,57987
2019-09-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Aut. _ ,Zero KM,Carro,003465-7,62694
2019-09-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Mec. _ Gasolina,2019,Carro,003463-0,49431
2019-09-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Mec. _ Gasolina,2020,Carro,003463-0,50969
2019-09-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Aut. _ ,Zero KM,Carro,003464-9,60528
2019-09-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Aut. _ Gasolina,2019,Carro,003464-9,53085
2019-09-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Aut. _ Gasolina,2020,Carro,003464-9,55708
2019-09-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Mec. _ Gasolina,2019,Carro,003461-4,48179
2019-09-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Mec. _ Gasolina,2020,Carro,003461-4,50043
2019-09-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Mec. _ ,Zero KM,Carro,003461-4,54353
2019-09-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Aut. _ Gasolina,2019,Carro,003460-6,53178
2019-09-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Mec. _ Gasolina,2020,Carro,003466-5,53704
2019-09-01,Ford _ Ka 1.5 Sedan SE 12V Flex 4p Mec. _ ,Zero KM,Carro,003463-0,54883
2019-09-01,Ford _ Ka 1.5 Sedan SE Plus 12V Flex 4p Mec. _ Gasolina,2019,Carro,003466-5,52014
2019-09-01,Hyundai _ HB20 C.Style/C.Plus 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015090-8,57682
2019-09-01,Ford _ Ka 1.5 Sedan SEL 12V Flex 4p Aut. _ Gasolina,2020,Carro,003474-6,62100
2019-09-01,Hyundai _ HB20 C.Style/C.Plus 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015090-8,53537
2019-09-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Aut. _ Gasolina,2020,Carro,003460-6,54797
2019-09-01,Hyundai _ HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec. _ Gasolina,2019,Carro,015089-4,49255
2019-09-01,Hyundai _ HB20 C./C.Plus/C.Style 1.6 Flex 16V Mec. _ ,Zero KM,Carro,015089-4,54102
2019-09-01,Hyundai _ HB20 1 Million 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015158-0,54924
2019-09-01,Hyundai _ HB20 1 Million 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015158-0,59520
2019-09-01,Ford _ Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p _ Gasolina,2019,Carro,003412-6,44708
2019-09-01,Ford _ Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p _ Gasolina,2020,Carro,003412-6,46778
2019-09-01,Ford _ Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p _ ,Zero KM,Carro,003412-6,51086
2019-09-01,Ford _ Ka 1.5 TITANIUM 12V Flex 5p Aut. _ Gasolina,2019,Carro,003467-3,60014
2019-09-01,Ford _ Ka 1.5 TITANIUM 12V Flex 5p Aut. _ Gasolina,2020,Carro,003467-3,61940
2019-09-01,Ford _ Ka 1.5 TITANIUM 12V Flex 5p Aut. _ ,Zero KM,Carro,003467-3,66888
2019-09-01,Ford _ Ka 1.5 Sedan TITANIUM 12V Flex 4p Aut. _ Gasolina,2019,Carro,003456-8,62591
2019-09-01,Ford _ Ka 1.5 Sedan TITANIUM 12V Flex 4p Aut. _ Gasolina,2020,Carro,003456-8,66011
2019-09-01,Ford _ Ka 1.5 Sedan TITANIUM 12V Flex 4p Aut. _ ,Zero KM,Carro,003456-8,71250
2019-09-01,Ford _ Ka 1.5 Sedan SEL 12V Flex 4p Mec. _ Gasolina,2019,Carro,003468-1,59389
2019-09-01,Ford _ Ka 1.5 Sedan SEL 12V Flex 4p Mec. _ ,Zero KM,Carro,003468-1,63980
2019-09-01,Ford _ Ka 1.5 Sedan SEL 12V Flex 4p Aut. _ ,Zero KM,Carro,003474-6,67615
2019-09-01,Ford _ Ka 1.5 SE Plus 12V Flex 5p Aut. _ ,Zero KM,Carro,003460-6,59179
2019-09-01,Ford _ Ka 1.0 S TiVCT Flex 5p _ ,Zero KM,Carro,003448-7,44243
2019-09-01,Ford _ Ka 1.5 SE 12V Flex 5p Mec. _ ,Zero KM,Carro,003462-2,50468
2019-09-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut. _ ,Zero KM,Carro,004439-3,63499
2019-09-01,Chevrolet _ ONIX HATCH LT 1.4 8V FlexPower 5p Mec. _ Gasolina,2019,Carro,004425-3,47036
2019-09-01,Chevrolet _ ONIX HATCH LT 1.4 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004425-3,52701
2019-09-01,Chevrolet _ ONIX HATCH LT 1.4 8V FlexPower 5p Aut. _ Gasolina,2019,Carro,004438-5,53910
2019-09-01,Chevrolet _ ONIX HATCH LT 1.4 8V FlexPower 5p Aut. _ ,Zero KM,Carro,004438-5,58051
2019-09-01,Chevrolet _ ONIX HATCH LT 1.0 8V FlexPower 5p Mec. _ Gasolina,2019,Carro,004424-5,43333
2019-09-01,Chevrolet _ ONIX HATCH LT 1.0 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004424-5,46633
2019-09-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut. _ Gasolina,2019,Carro,004439-3,58044
2019-09-01,Chevrolet _ ONIX HATCH Joy 1.0 8V Flex 5p Mec. _ Gasolina,2019,Carro,004473-3,40134
2019-09-01,Chevrolet _ ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec. _ Gasolina,2019,Carro,004460-1,50943
2019-09-01,Chevrolet _ ONIX HATCH EFFECT 1.4 8V F.Power 5p Mec. _ ,Zero KM,Carro,004460-1,55666
2019-09-01,Chevrolet _ ONIX HATCH ADVANTAGE 1.4 8V Flex 5p Aut. _ Gasolina,2019,Carro,004488-1,50088
2019-09-01,Chevrolet _ ONIX HATCH ADVANTAGE 1.4 8V Flex 5p Aut. _ ,Zero KM,Carro,004488-1,53974
2019-09-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5p Mec. _ Gasolina,2019,Carro,004472-5,55882
2019-09-01,Hyundai _ HB20 Comf./C.Plus/C.Style 1.0 Flex 12V _ ,Zero KM,Carro,015088-6,48578
2019-09-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5p Mec. _ ,Zero KM,Carro,004472-5,60156
2019-09-01,Chevrolet _ ONIX HATCH Joy 1.0 8V Flex 5p Mec. _ ,Zero KM,Carro,004473-3,43386
2019-09-01,Ford _ Ka 1.5 SE 12V Flex 5p Mec. _ Gasolina,2019,Carro,003462-2,46910
2019-09-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec. _ ,Zero KM,Carro,004426-1,58200
2019-09-01,Ford _ Ka 1.0 FREESTYLE 12V Flex 5p Mec. _ ,Zero KM,Carro,003473-8,56332
2019-09-01,Ford _ Ka 1.5 SE 12V Flex 5p Aut. _ Gasolina,2019,Carro,003459-2,50672
2019-09-01,Ford _ Ka 1.5 SE 12V Flex 5p Aut. _ Gasolina,2020,Carro,003459-2,52250
2019-09-01,Ford _ Ka 1.5 SE 12V Flex 5p Aut. _ ,Zero KM,Carro,003459-2,56317
2019-09-01,Ford _ Ka 1.5 FreeStyle 12V Flex 5p Mec. _ Gasolina,2019,Carro,003458-4,54502
2019-09-01,Ford _ Ka 1.5 FreeStyle 12V Flex 5p Mec. _ ,Zero KM,Carro,003458-4,61535
2019-09-01,Ford _ Ka 1.5 FreeStyle 12V Flex 5p Aut. _ Gasolina,2019,Carro,003457-6,59907
2019-09-01,Ford _ Ka 1.5 FreeStyle 12V Flex 5p Aut. _ Gasolina,2020,Carro,003457-6,61839
2019-09-01,Chevrolet _ ONIX HATCH LTZ 1.4 8V FlexPower 5p Mec. _ Gasolina,2019,Carro,004426-1,53310
2019-09-01,Ford _ Ka 1.5 FreeStyle 12V Flex 5p Aut. _ ,Zero KM,Carro,003457-6,66871
2019-09-01,Ford _ Ka 1.5 100 Anos Flex 5p Aut. _ ,Zero KM,Carro,003471-1,65421
2019-09-01,Ford _ Ka 1.0 SE/SE Plus TiVCT Flex 5p _ Gasolina,2019,Carro,003408-8,40620
2019-09-01,Ford _ Ka 1.0 SE/SE Plus TiVCT Flex 5p _ Gasolina,2020,Carro,003408-8,41962
2019-09-01,Ford _ Ka 1.0 SE/SE Plus TiVCT Flex 5p _ ,Zero KM,Carro,003408-8,45505
2019-09-01,Ford _ Ka 1.0 S TiVCT Flex 5p _ Gasolina,2019,Carro,003448-7,39407
2019-09-01,Ford _ Ka 1.0 S TiVCT Flex 5p _ Gasolina,2020,Carro,003448-7,40691
2019-09-01,Ford _ Ka 1.0 FREESTYLE 12V Flex 5p Mec. _ Gasolina,2020,Carro,003473-8,51416
2019-09-01,Ford _ Ka 1.5 100 Anos Flex 5p Aut. _ Gasolina,2020,Carro,003471-1,60047
2019-09-01,Hyundai _ HB20 Comf./C.Plus/C.Style 1.0 Flex 12V _ Gasolina,2019,Carro,015088-6,44743
2019-09-01,Fiat _ ARGO 1.0 6V Flex. _ ,Zero KM,Carro,001509-1,47000
2019-09-01,Hyundai _ HB20 Comfort Plus 1.0 TB Flex 12V Mec. _ Gasolina,2019,Carro,015126-2,46047
2019-09-01,Fiat _ ARGO PRECISION 1.8 16V Flex Mec. _ Gasolina,2019,Carro,001491-5,58021
2019-09-01,Fiat _ ARGO PRECISION 1.8 16V Flex Mec. _ ,Zero KM,Carro,001491-5,61622
2019-09-01,Fiat _ ARGO PRECISION 1.8 16V Flex Aut. _ Gasolina,2019,Carro,001489-3,60356
2019-09-01,Fiat _ ARGO PRECISION 1.8 16V Flex Aut. _ Gasolina,2020,Carro,001489-3,62210
2019-09-01,Fiat _ ARGO PRECISION 1.8 16V Flex Aut. _ ,Zero KM,Carro,001489-3,67378
2019-09-01,Fiat _ ARGO HGT 1.8 16V Flex Mec. _ Gasolina,2019,Carro,001490-7,60230
2019-09-01,Fiat _ ARGO HGT 1.8 16V Flex Mec. _ ,Zero KM,Carro,001490-7,66357
2019-09-01,Fiat _ ARGO TREKKING 1.3 8V Flex _ ,Zero KM,Carro,001519-9,58203
2019-09-01,Fiat _ ARGO HGT 1.8 16V Flex Aut. _ Gasolina,2019,Carro,001488-5,62660
2019-09-01,Fiat _ ARGO HGT 1.8 16V Flex Aut. _ ,Zero KM,Carro,001488-5,70735
2019-09-01,Fiat _ ARGO DRIVE GSR 1.3 8V Flex _ Gasolina,2019,Carro,001492-3,50020
2019-09-01,Fiat _ ARGO DRIVE GSR 1.3 8V Flex _ Gasolina,2020,Carro,001492-3,51899
2019-09-01,Fiat _ ARGO DRIVE GSR 1.3 8V Flex _ ,Zero KM,Carro,001492-3,58234
2019-09-01,Fiat _ ARGO DRIVE 1.3 8V Flex _ Gasolina,2019,Carro,001493-1,47591
2019-09-01,Fiat _ ARGO DRIVE 1.3 8V Flex _ Gasolina,2020,Carro,001493-1,49225
2019-09-01,Fiat _ ARGO DRIVE 1.0 6V Flex _ Gasolina,2019,Carro,001494-0,42884
2019-09-01,Fiat _ ARGO HGT 1.8 16V Flex Aut. _ Gasolina,2020,Carro,001488-5,64753
2019-09-01,Fiat _ ARGO DRIVE 1.0 6V Flex _ Gasolina,2020,Carro,001494-0,44537
2019-09-01,Fiat _ ARGO TREKKING 1.3 8V Flex _ Gasolina,2020,Carro,001519-9,52125
2019-09-01,Fiat _ Ducato Cargo Curto 2.3 16V Diesel _ Diesel,2019,Carro,001497-4,107935
2019-09-01,Chevrolet _ ONIX HATCH ACTIV 1.4 8V Flex 5P Aut. _ Gasolina,2019,Carro,004471-7,60994
2019-09-01,VolksWagen _ Golf GTi 350 TSI 2.0 230cv 16V Aut. _ Gasolina,2019,Carro,005496-8,138884
2019-09-01,VolksWagen _ Golf GTi 350 TSI 2.0 230cv 16V Aut. _ ,Zero KM,Carro,005496-8,151021
2019-09-01,VolksWagen _ Gol 1.6 MSI Flex 8V 5p _ Gasolina,2019,Carro,005491-7,45021
2019-09-01,VolksWagen _ Gol 1.6 MSI Flex 8V 5p _ Gasolina,2020,Carro,005491-7,47451
2019-09-01,VolksWagen _ Gol 1.6 MSI Flex 8V 5p _ ,Zero KM,Carro,005491-7,52071
2019-09-01,VolksWagen _ Gol 1.6 MSI Flex 16V 5p Aut. _ Gasolina,2019,Carro,005502-6,50455
2019-09-01,Fiat _ Ducato Cargo Curto 2.3 16V Diesel _ ,Zero KM,Carro,001497-4,117098
2019-09-01,VolksWagen _ Gol 1.6 MSI Flex 16V 5p Aut. _ Gasolina,2020,Carro,005502-6,52021
2019-09-01,VolksWagen _ Gol 1.0 Flex 12V 5p _ Gasolina,2019,Carro,005490-9,39563
2019-09-01,VolksWagen _ Gol 1.0 Flex 12V 5p _ Gasolina,2020,Carro,005490-9,40965
2019-09-01,VolksWagen _ Gol 1.0 Flex 12V 5p _ ,Zero KM,Carro,005490-9,44673
2019-09-01,Fiat _ Ducato MaxiCargo 2.3 16V Diesel _ Diesel,2019,Carro,001500-8,118024
2019-09-01,Fiat _ Ducato MaxiCargo 2.3 16V Diesel _ ,Zero KM,Carro,001500-8,133989
2019-09-01,Fiat _ Ducato Cargo Médio 2.3 16V Diesel _ Diesel,2019,Carro,001498-2,114097
2019-09-01,Fiat _ Ducato Cargo Médio 2.3 16V Diesel _ ,Zero KM,Carro,001498-2,128030
2019-09-01,VolksWagen _ Gol 1.6 MSI Flex 16V 5p Aut. _ ,Zero KM,Carro,005502-6,56997
2019-09-01,Hyundai _ HB20 Comfort Plus 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015126-2,52063
2019-09-01,Fiat _ ARGO DRIVE 1.0 6V Flex _ ,Zero KM,Carro,001494-0,50304
2019-09-01,Fiat _ ARGO 1.0 6V Flex. _ Gasolina,2020,Carro,001509-1,41770
2019-09-01,Hyundai _ HB20S C.Plus/C.Style1.0 Flex 12V Mec. 4P _ Gasolina,2019,Carro,015099-1,48810
2019-09-01,Hyundai _ HB20S C.Plus/C.Style1.0 Flex 12V Mec. 4P _ ,Zero KM,Carro,015099-1,53563
2019-09-01,Hyundai _ HB20S C.Plus/C.Style 1.6 Flex 16V Mec.4p _ Gasolina,2019,Carro,015100-9,54558
2019-09-01,Hyundai _ HB20S C.Plus/C.Style 1.6 Flex 16V Mec.4p _ ,Zero KM,Carro,015100-9,59968
2019-09-01,Hyundai _ HB20S 1 Million 1.6 Flex 16V Aut. 4p _ Gasolina,2019,Carro,015160-2,59140
2019-09-01,Hyundai _ HB20S 1 Million 1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015160-2,63732
2019-09-01,Hyundai _ HB20 Unique 1.0 Flex 12V Mec. _ Gasolina,2019,Carro,015156-4,40404
2019-09-01,Hyundai _ HB20S C.Style/C.Plus1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015101-7,64546
2019-09-01,Hyundai _ HB20 Unique 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015156-4,43468
2019-09-01,Hyundai _ HB20 R spec 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015124-6,64286
2019-09-01,Hyundai _ HB20 Premium 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015092-4,62749
2019-09-01,Hyundai _ HB20 Premium 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015092-4,68050
2019-09-01,Hyundai _ HB20 Copa do Mundo 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015111-4,52642
2019-09-01,Hyundai _ HB20 Copa do Mundo 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015111-4,56751
2019-09-01,Hyundai _ HB20 Copa do Mundo 1.0 Flex 12V Mec. _ Gasolina,2019,Carro,015109-2,45120
2019-09-01,Hyundai _ HB20 Copa do Mundo 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015109-2,48627
2019-09-01,Hyundai _ HB20 R spec 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015124-6,59657
2019-09-01,Fiat _ ARGO 1.0 6V Flex. _ Gasolina,2019,Carro,001509-1,40453
2019-09-01,Hyundai _ HB20S C.Style/C.Plus1.6 Flex 16V Aut. 4p _ Gasolina,2019,Carro,015101-7,59717
2019-09-01,Hyundai _ HB20S Comfort Plus 1.0 TB Flex 12V Mec. _ Gasolina,2019,Carro,015128-9,51458
2019-09-01,Hyundai _ HB20X Style 1.6 Flex 16v Mec. _ Gasolina,2019,Carro,015094-0,58417
2019-09-01,Hyundai _ HB20X Style 1.6 Flex 16v Mec. _ ,Zero KM,Carro,015094-0,62970
2019-09-01,Hyundai _ HB20X Style 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015095-9,63646
2019-09-01,Hyundai _ HB20X Style 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015095-9,68595
2019-09-01,Hyundai _ HB20X Premium 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015097-5,65798
2019-09-01,Hyundai _ HB20X Premium 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015097-5,71414
2019-09-01,Hyundai _ HB20S Unique 1.0 Flex 12V Mec. _ Gasolina,2019,Carro,015161-0,44800
2019-09-01,Hyundai _ HB20S Comfort Plus 1.0 TB Flex 12V Mec. _ ,Zero KM,Carro,015128-9,58280
2019-09-01,Hyundai _ HB20S Unique 1.0 Flex 12V Mec. _ ,Zero KM,Carro,015161-0,48874
2019-09-01,Hyundai _ HB20S Style 1.6 Flex 16V Aut. _ ,Zero KM,Carro,015155-6,66494
2019-09-01,Hyundai _ HB20S Premium 1.6 Flex 16V Aut. 4p _ Gasolina,2019,Carro,015103-3,65714
2019-09-01,Hyundai _ HB20S Premium 1.6 Flex 16V Aut. 4p _ ,Zero KM,Carro,015103-3,70990
2019-09-01,Hyundai _ HB20S Copa do Mundo 1.6 Flex 16V Aut. _ Gasolina,2019,Carro,015114-9,58170
